val_loss,val_accuracy,loss,accuracy
0.7003920976320902,0.503333330154419,0.9338032007217407,0.48285714
0.7013658944765727,0.49666666984558105,0.9026372286251613,0.48142856
0.7020190787315369,0.4933333396911621,0.8755567155565535,0.46714285
0.7029154213269552,0.476666659116745,0.863900112424578,0.46142858
0.7035479482014974,0.46000000834465027,0.8371705787522452,0.46
0.7034986098607381,0.4633333384990692,0.8228814489500863,0.45142856
0.7029783352216085,0.4933333396911621,0.8024271154403686,0.44
0.7032428121566773,0.49000000953674316,0.798261490889958,0.4485714
0.704120892683665,0.4866666793823242,0.7788179584911892,0.45857143
0.7057252796490987,0.4833333194255829,0.7769552268300738,0.45
0.7078519320487976,0.4833333194255829,0.7691606702123369,0.4542857
0.7101594686508179,0.4833333194255829,0.7603670590264456,0.46142858
0.7122313054402669,0.39666667580604553,0.7514622695105416,0.48714286
0.7142475032806397,0.40666666626930237,0.7500463472093855,0.46571428
0.7161376611391703,0.4166666567325592,0.7391138451439994,0.47428572
0.7173529330889384,0.4233333468437195,0.7394206200327192,0.47142857
0.7180859756469726,0.4266666769981384,0.7328413884980338,0.47857141
0.7188391041755676,0.4300000071525574,0.7332450897353036,0.48285714
0.7195710142453512,0.41333332657814026,0.7309480707986015,0.47857141
0.7200544182459513,0.39666667580604553,0.7279977941513062,0.49142858
0.720579583644867,0.3933333456516266,0.7191520541054862,0.5114286
0.7210305301348369,0.3933333456516266,0.7186647728511265,0.48142856
0.7213019418716431,0.38999998569488525,0.7192145681381226,0.49714285
0.7212730129559835,0.38999998569488525,0.7141046258381435,0.5057143
0.7204258139928182,0.38333332538604736,0.7189686802455357,0.49714285
0.7193510222434998,0.4099999964237213,0.7076053752217975,0.49857143
0.7182044887542725,0.4333333373069763,0.7142569119589669,0.49714285
0.7165799164772033,0.44999998807907104,0.7077405142784119,0.51285714
0.71452929576238,0.4533333480358124,0.7032884403637477,0.53
0.7122347982724507,0.46666666865348816,0.7033816756520952,0.5214286
0.7101937452952067,0.47333332896232605,0.699602050440652,0.54142857
0.7078014381726583,0.5,0.700532933984484,0.5228571
0.70536203622818,0.5099999904632568,0.6988208545957293,0.5328571
0.7031912597020468,0.5166666507720947,0.6988303003992353,0.53571427
0.7011407319704691,0.5233333110809326,0.6966957701955523,0.53571427
0.6989655947685242,0.5233333110809326,0.6946021342277526,0.5385714
0.6968827144304911,0.5266666412353516,0.689955633027213,0.54142857
0.6947789931297302,0.5400000214576721,0.6906436739649091,0.56857145
0.6926625068982443,0.5400000214576721,0.6869214027268546,0.5557143
0.6904223410288493,0.5366666913032532,0.6885666755267552,0.54285717
0.6884204872449239,0.5333333611488342,0.6832333636283875,0.56285715
0.6864295220375061,0.5333333611488342,0.690641348702567,0.5557143
0.6843758908907572,0.5366666913032532,0.6869313454627991,0.5557143
0.6825971206029257,0.54666668176651,0.6827934793063573,0.56714284
0.68088276942571,0.550000011920929,0.6851884743145534,0.57285714
0.6791166019439697,0.5533333420753479,0.6767678247179304,0.58285713
0.6774927568435669,0.5600000023841858,0.681382291998182,0.56285715
0.6758582131067912,0.5633333325386047,0.6775897233826773,0.5742857
0.6744330279032389,0.5600000023841858,0.6787588524818421,0.5814286
0.6733064579963685,0.5633333325386047,0.6738558626174926,0.5985714
0.6720003533363342,0.5699999928474426,0.6705945260184152,0.56714284
0.6707302395502727,0.5733333230018616,0.6701212985174997,0.5985714
0.6694576112429301,0.5733333230018616,0.667441564968654,0.58428574
0.6683682203292847,0.5833333134651184,0.672938073022025,0.5971429
0.6673783469200134,0.5799999833106995,0.6691773165975298,0.6
0.6660381929079692,0.5866666436195374,0.6732025977543422,0.57
0.664882504940033,0.5866666436195374,0.6672727264676775,0.5942857
0.6640660794576009,0.596666693687439,0.6620873526164464,0.60714287
0.6627705574035645,0.6233333349227905,0.6617392182350159,0.5971429
0.6617620309193929,0.6266666650772095,0.6645039241654532,0.5971429
0.6608551120758057,0.6166666746139526,0.6585270377567837,0.6028572
0.6596960067749024,0.6233333349227905,0.6563332591738019,0.5942857
0.658650050163269,0.6333333253860474,0.6587888584818159,0.60571426
0.6576919031143188,0.6233333349227905,0.6562569202695574,0.60571426
0.6564197683334351,0.6333333253860474,0.6629283615521022,0.60714287
0.6556315962473551,0.6333333253860474,0.6564185135705131,0.6042857
0.654612500667572,0.6399999856948853,0.6688355622972761,0.58
0.6535992121696472,0.653333306312561,0.6512238887378148,0.6157143
0.652506951491038,0.6499999761581421,0.668597650868552,0.5814286
0.6516983501116435,0.6499999761581421,0.6569048489843096,0.6028572
0.6508442083994548,0.6466666460037231,0.6509202197619847,0.62714285
0.6499458463986715,0.6466666460037231,0.6509766973767962,0.63714284
0.6490553156534831,0.6466666460037231,0.6517967006138393,0.62142855
0.648039562702179,0.6466666460037231,0.6500288391113281,0.6314286
0.6470448692639669,0.6499999761581421,0.6509900886671883,0.60571426
0.6462275306383769,0.6466666460037231,0.654032450062888,0.60714287
0.6453634309768677,0.6499999761581421,0.6498146486282349,0.61285716
0.6445807925860088,0.6466666460037231,0.6522551430974688,0.60714287
0.6437642407417298,0.6499999761581421,0.6475547065053667,0.63
0.6430060919125875,0.6466666460037231,0.6475626764978681,0.62285715
0.6421847216288249,0.653333306312561,0.6407983340535846,0.61714286
0.6412723326683044,0.6566666960716248,0.6459792280197143,0.61285716
0.6406627670923869,0.6566666960716248,0.6422176218032837,0.63285714
0.6402473783493042,0.6633333563804626,0.6436471377100264,0.62714285
0.6394662753740946,0.6633333563804626,0.6464713835716247,0.6242857
0.6381604417165121,0.6600000262260437,0.6398485350608826,0.6342857
0.6378166953722636,0.6566666960716248,0.6398946496418544,0.6414286
0.6365561572710673,0.6499999761581421,0.6493639448710851,0.5957143
0.6356138626734416,0.6499999761581421,0.6414183633668082,0.62
0.6348945085207621,0.6566666960716248,0.6399351590020316,0.62857145
0.6339703917503356,0.6499999761581421,0.6437276015962873,0.6242857
0.6334370144208272,0.6499999761581421,0.6346233923094613,0.6314286
0.6329135950406393,0.6499999761581421,0.6370782320840018,0.6257143
0.631967662970225,0.6433333158493042,0.6342780218805586,0.63285714
0.6309994029998779,0.6433333158493042,0.6286587541443961,0.63285714
0.630220251083374,0.6466666460037231,0.6335524306978498,0.6314286
0.6292505240440369,0.6433333158493042,0.6329902124404907,0.63
0.6283102234204611,0.6566666960716248,0.6351377715383257,0.6457143
0.6276847672462463,0.6499999761581421,0.6359282163211277,0.63285714
0.6256858547528584,0.6566666960716248,0.6254480787685939,0.64
