val_loss,val_accuracy,loss,accuracy
2.3014755935668947,0.13349999487400055,2.301928165435791,0.1104
2.300601936340332,0.1404999941587448,2.301290821838379,0.1204
2.299693613052368,0.1509999930858612,2.300558359527588,0.1334
2.2985686225891113,0.1665000021457672,2.2998021041870116,0.144
2.297120584487915,0.1745000034570694,2.298801000595093,0.1565
2.295141143798828,0.18649999797344208,2.2974931983947755,0.1671
2.292303140640259,0.18799999356269836,2.2953719806671145,0.1675
2.288130403518677,0.20350000262260437,2.292419861602783,0.1804
2.2821590690612794,0.2070000022649765,2.287640291595459,0.1915
2.272890438079834,0.21449999511241913,2.280658892440796,0.197
2.2571731128692627,0.20550000667572021,2.2694679237365722,0.2003
2.232150228500366,0.20399999618530273,2.2503549545288086,0.1951
2.1979326515197752,0.20749999582767487,2.2203284240722656,0.1988
2.1569161949157714,0.21950000524520874,2.1828938400268556,0.2022
2.108151361465454,0.2240000069141388,2.139087783432007,0.2058
2.0560168113708497,0.23499999940395355,2.0918838638305663,0.2157
2.0604449405670167,0.23000000417232513,2.0473289833068846,0.2226
2.2772272396087647,0.15950000286102295,2.0242148094177246,0.2217
2.049859306335449,0.24050000309944153,2.0103279346466065,0.2264
1.9985481061935424,0.23649999499320984,1.9862805625915527,0.2314
2.1190515937805174,0.21850000321865082,1.974272130203247,0.2462
1.9505317182540893,0.2630000114440918,1.95895304851532,0.2438
2.1318340377807616,0.20149999856948853,1.9233281993865967,0.2559
1.9812172412872315,0.22499999403953552,1.9157868190765381,0.2623
1.8910077180862426,0.2775000035762787,1.882637857055664,0.2762
1.9865911741256714,0.24549999833106995,1.8738848936080932,0.2816
1.9891811389923095,0.25049999356269836,1.8414359367370605,0.2893
1.9789314041137696,0.24799999594688416,1.8256870779037475,0.2912
2.23824560546875,0.2224999964237213,1.8166322402954103,0.298
1.7852206869125367,0.31450000405311584,1.8093481834411622,0.305
1.7805338945388793,0.3070000112056732,1.7917776035308839,0.3033
1.9544284477233886,0.27149999141693115,1.7682800640106202,0.3129
2.215413520812988,0.24050000309944153,1.7496601421356202,0.3219
2.1205796318054198,0.2535000145435333,1.7446608249664306,0.33
2.2202459411621094,0.2694999873638153,1.7389563207626342,0.3391
1.9207887783050537,0.257999986410141,1.7250154581069945,0.3427
2.0139895133972168,0.27399998903274536,1.6955639198303223,0.3465
1.7444249982833862,0.3330000042915344,1.7002173105239868,0.3563
2.0356849555969236,0.26750001311302185,1.672686040687561,0.3625
1.856257176399231,0.3089999854564667,1.6642618686676025,0.3789
1.7621050405502319,0.3215000033378601,1.644642852783203,0.3829
1.9297926692962646,0.26899999380111694,1.6315774742126465,0.3872
1.6387326850891113,0.3684999942779541,1.6167005151748657,0.3894
1.6226766920089721,0.38999998569488525,1.5866244270324708,0.4031
1.7870584201812745,0.3165000081062317,1.5849014673233033,0.3998
2.0022225399017333,0.28200000524520874,1.5787077825546265,0.4106
1.9235262327194214,0.3059999942779541,1.5626666412353516,0.4186
1.9727748823165894,0.3140000104904175,1.5651338108062745,0.4148
2.2932139797210693,0.2680000066757202,1.5352543117523194,0.4257
1.939547031402588,0.3165000081062317,1.54025198097229,0.4244
