checktype,current_epoch,issue_list,time_usage,Describe
-----Using selu solution to retrain Detail can be found in the directory!-----
epoch,0,[],3.460268497467041,No Issue now
epoch,3,[],3.7445008754730225,No Issue now
epoch,6,[],3.891547441482544,No Issue now
epoch,9,[],4.049861669540405,No Issue now
epoch,12,[],4.191695213317871,No Issue now
epoch,15,[],4.401001930236816,No Issue now
epoch,18,[],4.539526700973511,No Issue now
epoch,21,[],4.616676568984985,No Issue now
epoch,24,[],4.700663805007935,No Issue now
epoch,27,[],4.857977628707886,No Issue now
epoch,30,[],5.001478433609009,No Issue now
epoch,33,[],5.07771635055542,No Issue now
epoch,36,[],5.282075881958008,No Issue now
epoch,39,[],5.423910140991211,No Issue now
epoch,42,[],5.562774658203125,No Issue now
epoch,45,[],5.701366662979126,No Issue now
epoch,48,[],5.8444647789001465,No Issue now
epoch,51,[],6.047900438308716,No Issue now
epoch,54,[],6.309815168380737,No Issue now
epoch,57,[],6.410398721694946,No Issue now
epoch,60,[],6.560146331787109,No Issue now
epoch,63,[],6.698719263076782,No Issue now
epoch,66,[],6.776964426040649,No Issue now
epoch,69,[],6.919646739959717,No Issue now
epoch,72,[],6.999072551727295,No Issue now
epoch,75,[],7.1431639194488525,No Issue now
epoch,78,[],7.296812057495117,No Issue now
epoch,81,[],7.43820858001709,No Issue now
epoch,84,[],7.514171600341797,No Issue now
epoch,87,[],7.659698724746704,No Issue now
epoch,90,[],7.7398834228515625,No Issue now
epoch,93,[],7.890215635299683,No Issue now
epoch,96,[],8.095783710479736,No Issue now
epoch,99,[],8.237648963928223,No Issue now
epoch,102,[],8.379019260406494,No Issue now
epoch,105,[],8.4594407081604,No Issue now
epoch,108,[],8.541903734207153,No Issue now
epoch,111,[],8.626933097839355,No Issue now
epoch,114,[],8.7164306640625,No Issue now
epoch,117,[],8.867748737335205,No Issue now
epoch,120,[],8.946679830551147,No Issue now
epoch,123,[],9.02816128730774,No Issue now
epoch,126,[],9.111509084701538,No Issue now
epoch,129,[],9.195840835571289,No Issue now
epoch,132,[],9.2804434299469,No Issue now
epoch,135,[],9.371084928512573,No Issue now
epoch,138,[],9.459645509719849,No Issue now
epoch,141,[],9.613390445709229,No Issue now
epoch,144,[],9.700897216796875,No Issue now
epoch,147,[],9.78534746170044,No Issue now
epoch,150,[],9.938152313232422,No Issue now
epoch,153,[],10.024109601974487,No Issue now
epoch,156,[],10.116838932037354,No Issue now
epoch,159,[],10.209346532821655,No Issue now
epoch,162,[],10.303673028945923,No Issue now
epoch,165,[],10.399065732955933,No Issue now
epoch,168,[],10.492074251174927,No Issue now
epoch,171,[],10.585969924926758,No Issue now
epoch,174,[],10.678754806518555,No Issue now
epoch,177,[],10.772997856140137,No Issue now
epoch,180,[],10.86586594581604,No Issue now
epoch,183,[],10.960777044296265,No Issue now
epoch,186,[],11.052958488464355,No Issue now
epoch,189,[],11.20422911643982,No Issue now
epoch,192,[],11.292459726333618,No Issue now
epoch,195,[],11.381786584854126,No Issue now
epoch,198,[],11.469948768615723,No Issue now
epoch,201,[],11.622991800308228,No Issue now
epoch,204,[],11.707545042037964,No Issue now
epoch,207,[],11.791569948196411,No Issue now
epoch,210,[],11.878125190734863,No Issue now
epoch,213,[],11.968990802764893,No Issue now
epoch,216,[],12.066579103469849,No Issue now
epoch,219,[],12.156899690628052,No Issue now
epoch,222,[],12.246644020080566,No Issue now
epoch,225,[],12.335808277130127,No Issue now
epoch,228,[],12.42351484298706,No Issue now
epoch,231,[],12.509871006011963,No Issue now
epoch,234,[],12.604024648666382,No Issue now
epoch,237,[],12.69441843032837,No Issue now
epoch,240,[],12.780606031417847,No Issue now
epoch,243,[],12.866820335388184,No Issue now
epoch,246,[],12.959652423858643,No Issue now
epoch,249,[],13.044938087463379,No Issue now
epoch,252,[],13.130904197692871,No Issue now
epoch,255,[],13.219530820846558,No Issue now
epoch,258,[],13.307435750961304,No Issue now
epoch,261,[],13.395956993103027,No Issue now
epoch,264,[],13.482890367507935,No Issue now
epoch,267,[],13.57252049446106,No Issue now
epoch,270,[],13.65661096572876,No Issue now
epoch,273,[],13.757370948791504,No Issue now
epoch,276,[],13.846055030822754,No Issue now
epoch,279,[],13.935760021209717,No Issue now
epoch,282,[],14.02418041229248,No Issue now
epoch,285,[],14.114582061767578,No Issue now
epoch,288,[],14.199344635009766,No Issue now
epoch,291,[],14.289328575134277,No Issue now
epoch,294,[],14.375936031341553,No Issue now
epoch,297,[],14.463241338729858,No Issue now
------------Solved!-----------
