val_loss,val_accuracy,loss,accuracy,lr
<<<<<<< HEAD
0.7016056100527446,0.5,0.6974901396887643,0.5042857,0.01
0.6926859211921692,0.5066666603088379,0.6908738129479545,0.5042857,0.01
0.6877938771247863,0.5099999904632568,0.6835782878739494,0.51,0.01
0.6856657942136128,0.49000000953674316,0.680885374205453,0.5371429,0.01
0.685016348361969,0.503333330154419,0.6798652689797537,0.5542857,0.01
0.6845325875282288,0.5299999713897705,0.6796542593411037,0.5642857,0.01
0.684256645043691,0.5166666507720947,0.6791098352840969,0.5642857,0.01
0.6839354356129964,0.5266666412353516,0.6781519293785095,0.57,0.01
0.6837658405303955,0.5166666507720947,0.6771188150133406,0.56857145,0.01
0.6840067315101623,0.5099999904632568,0.6765959875924247,0.56,0.01
0.6835629018147786,0.5066666603088379,0.6752849405152457,0.5657143,0.01
0.6832207481066386,0.5133333206176758,0.6745660001891,0.56714284,0.01
0.6826139235496521,0.5133333206176758,0.6737823081016541,0.56285715,0.01
0.6821036243438721,0.5166666507720947,0.6730165386199951,0.56857145,0.01
0.6817278647422791,0.5166666507720947,0.6721623567172459,0.56714284,0.01
0.6813702686627706,0.5166666507720947,0.6716062487874712,0.5642857,0.01
0.680063320795695,0.5233333110809326,0.6704779495511736,0.56857145,0.01
0.6797905453046162,0.5233333110809326,0.6697732860701425,0.5714286,0.01
0.6793119462331136,0.5233333110809326,0.6690506287983485,0.57285714,0.01
0.6793135738372803,0.5199999809265137,0.6680610506875174,0.57,0.01
0.6785111816724142,0.5166666507720947,0.6672482797077723,0.57285714,0.01
0.6770232152938843,0.5299999713897705,0.6663328715733119,0.57,0.01
0.6763245701789856,0.5333333611488342,0.6652480912208557,0.5757143,0.01
0.674494670232137,0.5433333516120911,0.6644108642850604,0.5742857,0.01
0.6730807161331177,0.5433333516120911,0.6636628300803048,0.5857143,0.01
0.6728296184539795,0.5400000214576721,0.6622796467372349,0.5857143,0.01
0.673840758005778,0.5299999713897705,0.6614666278021676,0.57714283,0.01
0.672050974369049,0.5400000214576721,0.6599232111658369,0.5814286,0.01
0.6702035625775655,0.54666668176651,0.6588399818965367,0.58428574,0.01
0.6692182159423828,0.550000011920929,0.6576597929000855,0.5914286,0.01
0.6689223686854044,0.5533333420753479,0.6565310192108155,0.59,0.01
0.669032112757365,0.5433333516120911,0.6553939890861511,0.5871429,0.01
0.6694831864039104,0.5366666913032532,0.6548430575643267,0.5857143,0.01
0.6668806489308675,0.550000011920929,0.653156259059906,0.58285713,0.01
0.6635235492388407,0.5733333230018616,0.6520660676274981,0.6,0.01
0.6621651792526245,0.5699999928474426,0.6512930250167847,0.60571426,0.01
0.6633866755167643,0.5600000023841858,0.6494807750838143,0.6085714,0.01
0.665666959285736,0.550000011920929,0.6487349786077227,0.5957143,0.01
0.6627566560109457,0.550000011920929,0.648129267692566,0.5857143,0.01
0.6594071531295777,0.5666666626930237,0.6464652677944728,0.6042857,0.01
0.6601418598492941,0.5600000023841858,0.6454911194528852,0.60714287,0.01
0.6585307335853576,0.5733333230018616,0.6440311643055507,0.60714287,0.01
0.6574465274810791,0.5866666436195374,0.6431900521687098,0.61285716,0.01
0.6534202726682027,0.6066666841506958,0.6432826450892857,0.62142855,0.01
0.6529655798276266,0.6033333539962769,0.6408985921314785,0.62714285,0.01
0.6551281984647115,0.5899999737739563,0.6395316798346383,0.6185714,0.01
0.6512163043022156,0.6066666841506958,0.6384128880500793,0.6185714,0.01
0.6476463556289673,0.6133333444595337,0.6373504257202148,0.62714285,0.01
0.6479729501406352,0.6100000143051147,0.6360916253498622,0.64,0.01
0.6473711808522542,0.6033333539962769,0.6347854614257813,0.6357143,0.01
0.6466445080439249,0.6033333539962769,0.6336454384667533,0.63,0.01
0.6433744311332703,0.6133333444595337,0.6320533803531102,0.6342857,0.01
0.6419214089711507,0.6166666746139526,0.6310061482020787,0.6414286,0.01
0.6409825158119201,0.6133333444595337,0.6299516068186078,0.64428574,0.01
0.6385989848772685,0.6233333349227905,0.6300717994144984,0.6471428,0.01
0.6405398782094319,0.6033333539962769,0.6274594933646066,0.64428574,0.01
0.6363428560892741,0.6133333444595337,0.6263917051042829,0.63714284,0.01
0.634956599076589,0.6133333444595337,0.6260360976627894,0.6471428,0.01
0.6327579323450724,0.6166666746139526,0.6234145225797381,0.65,0.01
0.6311426703135172,0.6233333349227905,0.6221973984582083,0.6571429,0.01
0.6326160430908203,0.6133333444595337,0.6228689054080419,0.64285713,0.01
0.6293731729189554,0.6266666650772095,0.6196489146777562,0.65,0.01
0.6279221574465433,0.6233333349227905,0.6194863673618861,0.6614286,0.01
0.6279791601498922,0.6200000047683716,0.6189259658540999,0.6628571,0.01
0.6259443092346192,0.6266666650772095,0.6169803735188075,0.6628571,0.01
0.6252464071909587,0.6233333349227905,0.6158417391777039,0.6628571,0.01
0.6244573783874512,0.6266666650772095,0.6145525022915431,0.6614286,0.01
0.6237943879763286,0.6266666650772095,0.6137015894481114,0.6614286,0.01
0.6225305581092835,0.6333333253860474,0.6136551213264465,0.66714287,0.01
0.6197626852989196,0.6399999856948853,0.61103469984872,0.67142856,0.01
0.6192261997858683,0.6366666555404663,0.6118159236226763,0.6642857,0.01
0.6228297233581543,0.6200000047683716,0.6095739504269191,0.66714287,0.01
0.61988938331604,0.6299999952316284,0.6112380964415414,0.66,0.01
0.6173414572079976,0.6333333253860474,0.6085388892037528,0.6742857,0.01
0.61633828719457,0.6366666555404663,0.6071761679649353,0.67714286,0.01
0.614841856956482,0.6366666555404663,0.6062852120399476,0.67714286,0.01
0.615004026889801,0.6299999952316284,0.605848753792899,0.67714286,0.01
0.6127439149220785,0.6499999761581421,0.6045935545648847,0.6757143,0.01
0.6131085197130839,0.6299999952316284,0.6049193787574768,0.68142855,0.01
0.6122955894470214,0.6366666555404663,0.6032907067026411,0.6742857,0.01
0.6114500331878662,0.6333333253860474,0.6027804044314793,0.6757143,0.01
0.6095895942052205,0.653333306312561,0.6020759728976658,0.6742857,0.01
0.6093862875302632,0.6333333253860474,0.6011701314789908,0.67714286,0.01
0.608281037012736,0.6399999856948853,0.5997164375441415,0.6785714,0.01
0.6077535955111185,0.6399999856948853,0.5985894199780055,0.68285716,0.01
0.6065658283233643,0.6333333253860474,0.5974636449132646,0.6842857,0.01
0.6071014181772868,0.6299999952316284,0.5986335856573922,0.6757143,0.01
0.6062592856089274,0.6333333253860474,0.6007766291073391,0.67714286,0.01
0.603161648909251,0.6566666960716248,0.5977697042056492,0.6785714,0.01
0.6057344873746237,0.6399999856948853,0.5957618876865932,0.6842857,0.01
0.6033862519264221,0.653333306312561,0.5947625756263732,0.68,0.01
0.6035018142064412,0.6433333158493042,0.5939413237571717,0.68714285,0.01
0.6044767022132873,0.6399999856948853,0.5933822699955531,0.6785714,0.01
0.5990646092096964,0.6566666960716248,0.5928832278932844,0.6842857,0.01
0.5991071200370789,0.6399999856948853,0.5924870760100228,0.6857143,0.01
0.5980467367172241,0.6499999761581421,0.5906837524686541,0.68142855,0.01
0.59719380458196,0.6666666865348816,0.5891859711919512,0.68142855,0.01
0.5951004314422608,0.653333306312561,0.5893695061547416,0.6842857,0.01
0.5950313981374105,0.653333306312561,0.5899713362966265,0.6857143,0.01
0.5997320771217346,0.6433333158493042,0.5904481928689139,0.67142856,0.01
0.5951055320103963,0.6700000166893005,0.5864702173641749,0.68857145,0.01
0.5920038771629333,0.6600000262260437,0.5887328716686794,0.6842857,0.01
0.5921687237421671,0.6566666960716248,0.5862096585546221,0.68142855,0.01
0.5913603893915812,0.6433333158493042,0.5845652638162886,0.68714285,0.01
0.5912772464752197,0.6433333158493042,0.585774690423693,0.69142854,0.01
0.5903980676333109,0.6466666460037231,0.5858072645323618,0.68285716,0.01
0.5895590941111247,0.6733333468437195,0.5843166198049273,0.69285715,0.01
0.5909363214174906,0.6466666460037231,0.5813625356129237,0.69,0.01
0.5900202075640361,0.6600000262260437,0.5837498579706465,0.68714285,0.01
0.5871651045481364,0.653333306312561,0.581866432939257,0.68857145,0.01
0.5841459767023722,0.653333306312561,0.5815250543185643,0.68714285,0.01
0.588431297938029,0.6666666865348816,0.5838455435207912,0.68714285,0.01
0.5876055955886841,0.6566666960716248,0.5807844022342137,0.68857145,0.01
0.5823041574160258,0.6666666865348816,0.579933796950749,0.69285715,0.01
